"id","login","pressed_key","time_hold","time_to_next"
"42459","Joanna","74","82.0","67"
"42460","Joanna","69","98.0","151"
"42461","Joanna","83","80.0","43"
"42462","Joanna","84","76.0","119"
"42463","Joanna","69","84.0","489"
"42464","Joanna","17","101","101"
"42465","Joanna","18","104","104"
"42466","Joanna","83","104","121"
"42467","Joanna","32","78.0","143"
"42468","Joanna","74","80.0","50"
"42469","Joanna","65","90.0","41"
"42470","Joanna","75","69.0","143"
"42471","Joanna","32","79.0","82"
"42472","Joanna","90","95.0","97"
"42473","Joanna","68","102","168"
"42474","Joanna","82","102","142"
"42475","Joanna","79","86.0","98"
"42476","Joanna","87","95.0","57"
"42477","Joanna","73","81.0","64"
"42478","Joanna","69","91.0","217"
"42479","Joanna","32","81.0","1971"
"42480","Joanna","8","74.0","249"
"42481","Joanna","190","80.0","159"
"42482","Joanna","32","77.0","297"
"42483","Joanna","16","18.0","18"
"42484","Joanna","73","77.0","794"
"42485","Joanna","76","83.0","97"
"42486","Joanna","69","91.0","166"
"42487","Joanna","32","86.0","227"
"42488","Joanna","67","59.0","164"
"42489","Joanna","73","78.0","131"
"42490","Joanna","69","94.0","120"
"42491","Joanna","32","74.0","929"
"42492","Joanna","83","109","247"
"42493","Joanna","84","79.0","143"
"42494","Joanna","82","88.0","209"
"42495","Joanna","65","102","847"
"42496","Joanna","67","98.0","1406"
"42497","Joanna","73","76.0","908"
"42498","Joanna","76","83.0","1060"
"42499","Joanna","188","69.0","756"
"42500","Joanna","8","75.0","271"
"42501","Joanna","190","83.0","152"
"42502","Joanna","32","79.0","292"
"42503","Joanna","16","50.0","50"
"42504","Joanna","68","128","126"
"42505","Joanna","90","111","122"
"42506","Joanna","73","79.0","959"
"42507","Joanna","83","85.0","85"
"42508","Joanna","17","106","106"
"42509","Joanna","18","106","265"
"42510","Joanna","32","81.0","417"
"42511","Joanna","80","84.0","151"
"42512","Joanna","73","84.0","201"
"42513","Joanna","69","100","189"
"42514","Joanna","75","89.0","155"
"42515","Joanna","78","79.0","166"
"42516","Joanna","79","78.0","346"
"42517","Joanna","83","107","197"
"42518","Joanna","67","85.0","795"
"42519","Joanna","32","100","291"
"42520","Joanna","90","117","144"
"42521","Joanna","68","89.0","38"
"42522","Joanna","65","93.0","589"
"42523","Joanna","32","101","442"
"42524","Joanna","83","113","173"
"42525","Joanna","73","83.0","64"
"42526","Joanna","69","94.0","127"
"42527","Joanna","32","93.0","825"
"42528","Joanna","83","89.0","169"
"42529","Joanna","84","85.0","123"
"42530","Joanna","82","103","12"
"42531","Joanna","90","105","259"
"42532","Joanna","69","94.0","214"
"42533","Joanna","76","85.0","269"
"42534","Joanna","65","93.0","148"
"42535","Joanna","66","78.0","751"
"42536","Joanna","8","60.0","144"
"42537","Joanna","8","67.0","1638"
"42538","Joanna","66","105","68"
"42539","Joanna","65","114","156"
"42540","Joanna","77","77.0","195"
"42541","Joanna","73","83.0","710"
"42542","Joanna","32","95.0","304"
"42543","Joanna","65","98.0","105"
"42544","Joanna","32","84.0","64"
"42545","Joanna","90","93.0","175"
"42546","Joanna","65","74.0","324"
"42547","Joanna","74","79.0","221"
"42548","Joanna","65","104","211"
"42549","Joanna","67","84.0","574"
"42550","Joanna","32","103","379"
"42551","Joanna","74","85.0","115"
"42552","Joanna","65","83.0","93"
"42553","Joanna","75","86.0","138"
"42554","Joanna","32","79.0","112"
"42555","Joanna","90","110","45"
"42556","Joanna","68","107","199"
"42557","Joanna","82","89.0","153"
"42558","Joanna","79","84.0","92"
"42559","Joanna","87","92.0","61"
"42560","Joanna","73","85.0","74"
"42561","Joanna","69","57.0","838"
"42562","Joanna","190","75.0","169"
"42563","Joanna","32","84.0","149"
"42564","Joanna","16","143","58"
"42565","Joanna","73","77.0","185"
"42566","Joanna","76","79.0","146"
"42567","Joanna","69","93.0","89"
"42568","Joanna","32","77.0","159"
"42569","Joanna","67","88.0","149"
"42570","Joanna","73","78.0","103"
"42571","Joanna","69","78.0","118"
"42572","Joanna","32","78.0","74"
"42573","Joanna","83","84.0","133"
"42574","Joanna","84","70.0","132"
"42575","Joanna","82","90.0","95"
"42576","Joanna","65","93.0","205"
"42577","Joanna","67","87.0","119"
"42578","Joanna","73","75.0","341"
"42579","Joanna","76","83.0","458"
"42580","Joanna","32","86.0","1004"
"42581","Joanna","16","82.0","82"
"42582","Joanna","68","110","162"
"42583","Joanna","90","103","120"
"42584","Joanna","73","80.0","110"
"42585","Joanna","83","98.0","219"
"42586","Joanna","32","84.0","1237"
"42587","Joanna","67","109","45"
"42588","Joanna","90","93.0","242"
"42589","Joanna","76","77.0","141"
"42590","Joanna","79","73.0","245"
"42591","Joanna","87","92.0","143"
"42592","Joanna","73","77.0","100"
"42593","Joanna","69","79.0","63"
"42594","Joanna","75","89.0","86"
"42595","Joanna","65","101","114"
"42596","Joanna","32","79.0","2000"
"42597","Joanna","82","97.0","219"
"42598","Joanna","79","84.0","161"
"42599","Joanna","68","87.0","166"
"42600","Joanna","85","63.0","544"
"42601","Joanna","188","78.0","178"
"42602","Joanna","32","81.0","1163"
"42603","Joanna","79","68.0","253"
"42604","Joanna","66","86.0","229"
"42605","Joanna","89","78.0","219"
"42606","Joanna","67","99.0","59"
"42607","Joanna","90","116","146"
"42608","Joanna","65","73.0","104"
"42609","Joanna","74","71.0","617"
"42610","Joanna","79","84.0","114"
"42611","Joanna","87","97.0","520"
"42612","Joanna","49","90.0","90"
"42613","Joanna","16","143","517"
"42614","Joanna","32","97.0","508"
"42615","Joanna","16","22.0","22"
"42616","Joanna","68","105","303"
"42617","Joanna","79","86.0","113"
"42618","Joanna","83","110","157"
"42619","Joanna","67","83.0","143"
"42620","Joanna","32","83.0","543"
"42621","Joanna","79","79.0","160"
"42622","Joanna","68","99.0","144"
"42623","Joanna","66","83.0","186"
"42624","Joanna","73","78.0","240"
"42625","Joanna","84","84.0","102"
"42626","Joanna","69","113","436"
"42627","Joanna","32","84.0","1606"
"42628","Joanna","8","120","1355"
"42629","Joanna","32","93.0","330"
"42630","Joanna","79","85.0","108"
"42631","Joanna","68","94.0","104"
"42632","Joanna","32","76.0","379"
"42633","Joanna","16","6.00","6"
"42634","Joanna","77","72.0","239"
"42635","Joanna","79","73.0","161"
"42636","Joanna","83","98.0","107"
"42637","Joanna","75","82.0","377"
"42638","Joanna","87","98.0","132"
"42639","Joanna","89","80.0","934"
"42640","Joanna","32","89.0","319"
"42641","Joanna","83","93.0","49"
"42642","Joanna","90","93.0","51"
"42643","Joanna","69","79.0","544"
"42644","Joanna","82","76.0","100"
"42645","Joanna","69","99.0","202"
"42646","Joanna","71","89.0","174"
"42647","Joanna","79","74.0","85"
"42648","Joanna","87","90.0","816"
"42649","Joanna","32","101","367"
"42650","Joanna","75","73.0","441"
"42651","Joanna","84","97.0","241"
"42652","Joanna","79","85.0","95"
"42653","Joanna","82","86.0","230"
"42654","Joanna","69","93.0","1233"
"42655","Joanna","32","90.0","371"
"42656","Joanna","77","69.0","667"
"42657","Joanna","79","78.0","409"
"42658","Joanna","71","101","176"
"42659","Joanna","76","78.0","630"
"42660","Joanna","66","85.0","167"
"42661","Joanna","89","84.0","702"
"42662","Joanna","32","98.0","810"
"42663","Joanna","83","118","268"
"42664","Joanna","80","61.0","61"
"42665","Joanna","79","131","160"
"42666","Joanna","74","86.0","197"
"42667","Joanna","82","97.0","208"
"42668","Joanna","90","5.00","5"
"42669","Joanna","69","87.0","791"
"42670","Joanna","67","93.0","1502"
"42671","Joanna","32","103","709"
"42672","Joanna","66","84.0","109"
"42673","Joanna","69","98.0","201"
"42674","Joanna","90","94.0","83"
"42675","Joanna","32","86.0","337"
"42676","Joanna","84","82.0","145"
"42677","Joanna","82","87.0","68"
"42678","Joanna","90","113","209"
"42679","Joanna","69","96.0","137"
"42680","Joanna","87","95.0","136"
"42681","Joanna","73","76.0","153"
"42682","Joanna","75","95.0","102"
"42683","Joanna","65","93.0","568"
"42684","Joanna","32","86.0","510"
"42685","Joanna","86","75.0","688"
"42686","Joanna","8","76.0","232"
"42687","Joanna","66","100","204"
"42688","Joanna","89","78.0","365"
"42689","Joanna","76","91.0","135"
"42690","Joanna","65","65.0","102"
"42691","Joanna","32","76.0","214"
"42692","Joanna","71","86.0","77"
"42693","Joanna","65","91.0","151"
"42694","Joanna","90","79.0","133"
"42695","Joanna","69","80.0","263"
"42696","Joanna","84","84.0","150"
"42697","Joanna","65","101","1066"
"42698","Joanna","32","94.0","515"
"42699","Joanna","71","97.0","182"
"42700","Joanna","68","84.0","146"
"42701","Joanna","89","90.0","168"
"42702","Joanna","32","95.0","119"
"42703","Joanna","90","105","59"
"42704","Joanna","32","68.0","366"
"42705","Joanna","68","100","117"
"42706","Joanna","65","106","189"
"42707","Joanna","76","86.0","84"
"42708","Joanna","69","94.0","48"
"42709","Joanna","75","83.0","158"
"42710","Joanna","65","106","685"
"42711","Joanna","32","97.0","672"
"42712","Joanna","80","78.0","161"
"42713","Joanna","79","79.0","268"
"42714","Joanna","66","80.0","468"
"42715","Joanna","73","82.0","150"
"42716","Joanna","69","106","115"
"42717","Joanna","76","83.0","1046"
"42718","Joanna","65","117","122"
"42719","Joanna","78","86.0","129"
"42720","Joanna","69","101","279"
"42721","Joanna","32","84.0","366"
"42722","Joanna","83","104","161"
"42723","Joanna","67","86.0","84"
"42724","Joanna","73","79.0","98"
"42725","Joanna","65","89.0","60"
"42726","Joanna","78","71.0","260"
"42727","Joanna","89","77.0","611"
"42728","Joanna","32","82.0","427"
"42729","Joanna","84","88.0","83"
"42730","Joanna","89","75.0","252"
"42731","Joanna","77","75.0","182"
"42732","Joanna","32","84.0","195"
"42733","Joanna","66","70.0","338"
"42734","Joanna","73","77.0","159"
"42735","Joanna","69","106","30"
"42736","Joanna","76","52.0","340"
"42737","Joanna","83","83.0","88"
"42738","Joanna","90","88.0","54"
"42739","Joanna","69","93.0","787"
"42740","Joanna","32","109","547"
"42741","Joanna","90","88.0","53"
"42742","Joanna","69","89.0","306"
"42743","Joanna","32","84.0","661"
"42744","Joanna","80","48.0","48"
"42745","Joanna","79","161","251"
"42746","Joanna","83","92.0","132"
"42747","Joanna","76","75.0","830"
"42748","Joanna","75","91.0","158"
"42749","Joanna","73","67.0","177"
"42750","Joanna","69","109","1208"
"42751","Joanna","32","95.0","1155"
"42752","Joanna","85","73.0","227"
"42753","Joanna","66","81.0","221"
"42754","Joanna","82","74.0","189"
"42755","Joanna","65","48.0","347"
"42756","Joanna","78","72.0","72"
"42757","Joanna","73","160","753"
"42758","Joanna","32","83.0","526"
"42759","Joanna","87","94.0","321"
"42760","Joanna","89","78.0","925"
"42761","Joanna","83","110","680"
"42762","Joanna","78","78.0","208"
"42763","Joanna","85","73.0","202"
"42764","Joanna","75","77.0","209"
"42765","Joanna","76","79.0","174"
"42766","Joanna","65","106","118"
"42767","Joanna","32","79.0","434"
"42768","Joanna","80","63.0","63"
"42769","Joanna","79","148","44"
"42770","Joanna","83","98.0","117"
"42771","Joanna","84","89.0","55"
"42772","Joanna","65","97.0","231"
"42773","Joanna","67","91.0","958"
"42774","Joanna","32","98.0","539"
"42775","Joanna","84","94.0","128"
"42776","Joanna","89","82.0","540"
"42777","Joanna","76","50.0","280"
"42778","Joanna","75","69.0","69"
"42779","Joanna","73","208","571"
"42780","Joanna","32","93.0","534"
"42781","Joanna","67","94.0","203"
"42782","Joanna","73","80.0","123"
"42783","Joanna","67","79.0","86"
"42784","Joanna","72","86.0","153"
"42785","Joanna","89","95.0","342"
"42786","Joanna","32","104","300"
"42787","Joanna","83","90.0","154"
"42788","Joanna","77","86.0","195"
"42789","Joanna","85","77.0","224"
"42790","Joanna","84","84.0","129"
"42791","Joanna","69","96.0","308"
"42792","Joanna","75","85.0","153"
"42793","Joanna","32","79.0","231"
"42794","Joanna","80","73.0","111"
"42795","Joanna","65","100","86"
"42796","Joanna","78","85.0","362"
"42797","Joanna","79","86.0","142"
"42798","Joanna","87","83.0","1260"
"42799","Joanna","32","97.0","488"
"42800","Joanna","68","117","48"
"42801","Joanna","87","84.0","242"
"42802","Joanna","79","58.0","196"
"42803","Joanna","82","85.0","171"
"42804","Joanna","85","84.0","1080"
"42805","Joanna","32","93.0","826"
"42806","Joanna","85","83.0","382"
"42807","Joanna","80","76.0","291"
"42808","Joanna","82","113","102"
"42809","Joanna","65","124","279"
"42810","Joanna","87","79.0","155"
"42811","Joanna","78","81.0","106"
"42812","Joanna","69","103","719"
"42813","Joanna","32","99.0","686"
"42814","Joanna","68","105","167"
"42815","Joanna","79","78.0","198"
"42816","Joanna","66","71.0","190"
"42817","Joanna","82","83.0","45"
"42818","Joanna","90","98.0","77"
"42819","Joanna","69","87.0","400"
"42820","Joanna","32","79.0","263"
"42821","Joanna","78","81.0","88"
"42822","Joanna","65","108","40"
"42823","Joanna","32","56.0","196"
"42824","Joanna","83","111","140"
"42825","Joanna","87","96.0","84"
"42826","Joanna","73","78.0","95"
"42827","Joanna","69","106","110"
"42828","Joanna","67","84.0","257"
"42829","Joanna","73","67.0","122"
"42830","Joanna","69","111","552"
"42831","Joanna","32","102","283"
"42832","Joanna","74","77.0","122"
"42833","Joanna","69","111","192"
"42834","Joanna","83","94.0","175"
"42835","Joanna","76","72.0","192"
"42836","Joanna","73","81.0","1200"
"42837","Joanna","32","110","435"
"42838","Joanna","90","141","135"
"42839","Joanna","69","98.0","713"
"42840","Joanna","67","84.0","488"
"42841","Joanna","72","75.0","203"
"42842","Joanna","67","90.0","99"
"42843","Joanna","69","113","482"
"42844","Joanna","83","74.0","117"
"42845","Joanna","90","94.0","1216"
"42846","Joanna","32","103","896"
"42847","Joanna","73","77.0","173"
"42848","Joanna","32","97.0","145"
"42849","Joanna","66","100","96"
"42850","Joanna","65","113","204"
"42851","Joanna","87","94.0","104"
"42852","Joanna","73","89.0","208"
"42853","Joanna","32","87.0","111"
"42854","Joanna","83","99.0","1130"
"42855","Joanna","73","80.0","153"
"42856","Joanna","69","103","379"
"42857","Joanna","32","80.0","3602"
"42858","Joanna","84","79.0","859"
"42859","Joanna","76","78.0","155"
"42860","Joanna","79","80.0","505"
"42861","Joanna","67","85.0","108"
"42862","Joanna","90","111","1341"
"42863","Joanna","32","107","354"
"42864","Joanna","73","80.0","167"
"42865","Joanna","32","91.0","79"
"42866","Joanna","68","112","144"
"42867","Joanna","65","96.0","93"
"42868","Joanna","77","76.0","198"
"42869","Joanna","89","85.0","898"
"42870","Joanna","32","105","506"
"42871","Joanna","83","89.0","210"
"42872","Joanna","80","79.0","104"
"42873","Joanna","65","100","216"
"42874","Joanna","76","79.0","269"
"42875","Joanna","89","82.0","617"
"42876","Joanna","32","88.0","1784"
"42877","Joanna","87","122","103"
"42878","Joanna","69","85.0","144"
"42879","Joanna","32","117","734"
"42880","Joanna","90","125","209"
"42881","Joanna","66","95.0","152"
"42882","Joanna","79","93.0","501"
"42883","Joanna","90","125","113"
"42884","Joanna","65","93.0","843"
"42885","Joanna","67","86.0","179"
"42886","Joanna","72","90.0","1363"
"42887","Joanna","32","107","1683"
"42888","Joanna","73","73.0","203"
"42889","Joanna","32","71.0","276"
"42890","Joanna","80","65.0","173"
"42891","Joanna","76","91.0","245"
"42892","Joanna","89","75.0","229"
"42893","Joanna","78","80.0","84"
"42894","Joanna","78","89.0","127"
"42895","Joanna","73","92.0","127"
"42896","Joanna","69","106","109"
"42897","Joanna","32","88.0","898"
"42898","Joanna","77","73.0","194"
"42899","Joanna","73","71.0","180"
"42900","Joanna","87","97.0","168"
"42901","Joanna","76","76.0","229"
"42902","Joanna","32","78.0","196"
"42903","Joanna","73","76.0","242"
"42904","Joanna","32","88.0","702"
"42905","Joanna","90","156","303"
"42906","Joanna","78","53.0","53"
"42907","Joanna","79","183","27"
"42908","Joanna","87","88.0","164"
"42909","Joanna","85","83.0","159"
"42910","Joanna","32","84.0","122"
"42911","Joanna","87","90.0","94"
"42912","Joanna","32","79.0","1095"
"42913","Joanna","80","61.0","61"
"42914","Joanna","79","133","251"
"42915","Joanna","82","102","100"
"42916","Joanna","90","120","161"
"42917","Joanna","65","94.0","191"
"42918","Joanna","68","76.0","111"
"42919","Joanna","75","80.0","198"
"42920","Joanna","85","83.0","1511"
"42921","Joanna","32","99.0","1088"
"42922","Joanna","16","22.0","22"
"42923","Joanna","78","93.0","145"
"42924","Joanna","65","104","119"
"42925","Joanna","80","66.0","303"
"42926","Joanna","82","114","45"
"42927","Joanna","90","90.0","813"
"42928","Joanna","79","84.0","142"
"42929","Joanna","68","101","2103"
"42930","Joanna","32","100","613"
"42931","Joanna","68","130","55"
"42932","Joanna","90","116","204"
"42933","Joanna","73","84.0","69"
"42934","Joanna","69","99.0","176"
"42935","Joanna","67","88.0","90"
"42936","Joanna","73","80.0","665"
"42937","Joanna","32","97.0","553"
"42938","Joanna","77","76.0","135"
"42939","Joanna","65","93.0","272"
"42940","Joanna","76","74.0","172"
"42941","Joanna","79","85.0","288"
"42942","Joanna","32","78.0","872"
"42943","Joanna","87","100","222"
"42944","Joanna","68","105","54"
"42945","Joanna","65","104","266"
"42946","Joanna","87","97.0","190"
"42947","Joanna","65","95.0","68"
"42948","Joanna","76","80.0","2461"
"42949","Joanna","83","105","206"
"42950","Joanna","73","83.0","1477"
"42951","Joanna","32","101","436"
"42952","Joanna","87","100","93"
"42953","Joanna","32","88.0","107"
"42954","Joanna","87","90.0","102"
"42955","Joanna","73","74.0","89"
"42956","Joanna","69","94.0","59"
"42957","Joanna","76","64.0","390"
"42958","Joanna","73","80.0","101"
"42959","Joanna","69","108","365"
"42960","Joanna","74","74.0","301"
"42961","Joanna","32","79.0","443"
"42962","Joanna","80","64.0","139"
"42963","Joanna","69","118","170"
"42964","Joanna","82","89.0","119"
"42965","Joanna","85","74.0","297"
"42966","Joanna","67","77.0","109"
"42967","Joanna","69","127","915"
"42968","Joanna","32","91.0","426"
"42969","Joanna","75","75.0","222"
"42970","Joanna","84","84.0","169"
"42971","Joanna","79","82.0","71"
"42972","Joanna","82","99.0","271"
"42973","Joanna","65","109","117"
"42974","Joanna","32","84.0","409"
"42975","Joanna","90","111","325"
"42976","Joanna","72","73.0","164"
"42977","Joanna","65","107","92"
"42978","Joanna","78","90.0","306"
"42979","Joanna","86","90.0","707"
"42980","Joanna","8","82.0","260"
"42981","Joanna","66","105","336"
"42982","Joanna","73","72.0","72"
"42983","Joanna","79","161","373"
"42984","Joanna","78","67.0","67"
"42985","Joanna","79","151","1350"
"42986","Joanna","32","106","303"
"42987","Joanna","83","112","257"
"42988","Joanna","89","94.0","465"
"42989","Joanna","80","64.0","64"
"42990","Joanna","73","138","195"
"42991","Joanna","65","98.0","446"
"42992","Joanna","67","99.0","1624"
"42993","Joanna","32","120","493"
"42994","Joanna","87","95.0","293"
"42995","Joanna","32","98.0","256"
"42996","Joanna","70","95.0","298"
"42997","Joanna","82","95.0","144"
"42998","Joanna","65","83.0","323"
"42999","Joanna","78","86.0","206"
"43000","Joanna","67","90.0","170"
"43001","Joanna","85","84.0","151"
"43002","Joanna","83","93.0","104"
"43003","Joanna","75","88.0","131"
"43004","Joanna","73","83.0","91"
"43005","Joanna","69","94.0","86"
"43006","Joanna","74","80.0","375"
"43007","Joanna","32","92.0","535"
"43008","Joanna","71","84.0","120"
"43009","Joanna","65","90.0","143"
"43010","Joanna","90","89.0","92"
"43011","Joanna","69","81.0","222"
"43012","Joanna","67","104","191"
"43013","Joanna","73","76.0","65"
"43014","Joanna","69","96.0","799"
"43015","Joanna","32","98.0","910"
"43016","Joanna","16","68.0","68"
"43017","Joanna","80","124","120"
"43018","Joanna","79","85.0","354"
"43019","Joanna","68","79.0","1501"
"43020","Joanna","67","92.0","86"
"43021","Joanna","90","114","183"
"43022","Joanna","65","67.0","151"
"43023","Joanna","83","108","88"
"43024","Joanna","90","109","705"
"43025","Joanna","67","94.0","1394"
"43026","Joanna","32","98.0","479"
"43027","Joanna","77","85.0","260"
"43028","Joanna","73","78.0","191"
"43029","Joanna","77","83.0","189"
"43030","Joanna","79","78.0","186"
"43031","Joanna","32","89.0","156"
"43032","Joanna","82","118","117"
"43033","Joanna","79","80.0","105"
"43034","Joanna","87","96.0","60"
"43035","Joanna","78","91.0","178"
"43036","Joanna","79","79.0","461"
"43037","Joanna","83","118","150"
"43038","Joanna","67","83.0","1832"
"43039","Joanna","87","103","177"
"43040","Joanna","90","116","103"
"43041","Joanna","73","77.0","247"
"43042","Joanna","65","101","158"
"43043","Joanna","76","78.0","776"
"43044","Joanna","32","85.0","729"
"43045","Joanna","84","100","168"
"43046","Joanna","89","96.0","109"
"43047","Joanna","84","95.0","208"
"43048","Joanna","85","73.0","558"
"43049","Joanna","76","78.0","238"
"43050","Joanna","32","85.0","177"
"43051","Joanna","77","88.0","107"
"43052","Joanna","65","102","170"
"43053","Joanna","82","70.0","373"
"43054","Joanna","75","88.0","124"
"43055","Joanna","73","91.0","83"
"43056","Joanna","90","105","148"
"43057","Joanna","65","99.0","1472"
"43058","Joanna","32","97.0","808"
"43059","Joanna","74","81.0","81"
"43060","Joanna","16","141","81"
"43061","Joanna","65","107","211"
"43062","Joanna","75","65.0","65"
"43063","Joanna","79","134","543"
"43064","Joanna","90","119","258"
"43065","Joanna","32","91.0","483"
"43066","Joanna","75","80.0","120"
"43067","Joanna","73","84.0","79"
"43068","Joanna","69","106","122"
"43069","Joanna","68","99.0","118"
"43070","Joanna","89","78.0","294"
"43071","Joanna","32","77.0","234"
"43072","Joanna","77","84.0","118"
"43073","Joanna","65","106","72"
"43074","Joanna","77","80.0","579"
"43075","Joanna","89","66.0","828"
"43076","Joanna","32","99.0","538"
"43077","Joanna","80","85.0","135"
"43078","Joanna","65","108","226"
"43079","Joanna","78","58.0","58"
"43080","Joanna","73","149","59"
"43081","Joanna","69","72.0","89"
"43082","Joanna","78","89.0","510"
"43083","Joanna","32","90.0","399"
"43084","Joanna","78","61.0","61"
"43085","Joanna","73","152","171"
"43086","Joanna","69","5.00","5"
"43087","Joanna","32","69.0","281"
"43088","Joanna","68","32.0","32"
"43089","Joanna","65","114","285"
"43090","Joanna","69","76.0","587"
"43091","Joanna","32","76.0","679"
"43092","Joanna","67","10.0","10"
"43093","Joanna","90","122","78"
"43094","Joanna","65","93.0","146"
"43095","Joanna","83","70.0","85"
"43096","Joanna","85","30.0","156"
"43097","Joanna","32","87.0","84"
"43098","Joanna","83","101","145"
"43099","Joanna","90","91.0","79"
"43100","Joanna","85","76.0","135"
"43101","Joanna","75","84.0","66"
"43102","Joanna","65","89.0","231"
"43103","Joanna","67","60.0","1207"
"43104","Joanna","32","87.0","748"
"43105","Joanna","16","50.0","50"
"43106","Joanna","66","119","204"
"43107","Joanna","79","80.0","916"
"43108","Joanna","66","92.0","151"
"43109","Joanna","65","62.0","543"
"43110","Joanna","8","84.0","513"
"43111","Joanna","78","84.0","223"
"43112","Joanna","65","114","861"
"43113","Joanna","80","77.0","108"
"43114","Joanna","65","136","331"
"43115","Joanna","82","56.0","56"
"43116","Joanna","84","173","62"
"43117","Joanna","65","105","492"
"43118","Joanna","32","106","452"
"43119","Joanna","65","127","80"
"43120","Joanna","32","98.0","566"
"43121","Joanna","87","103","326"
"43122","Joanna","90","115","782"
"43123","Joanna","68","91.0","292"
"43124","Joanna","89","81.0","174"
"43125","Joanna","67","116","81"
"43126","Joanna","72","89.0","76"
"43127","Joanna","65","111","449"
"43128","Joanna","32","92.0","590"
"43129","Joanna","68","102","117"
"43130","Joanna","73","85.0","695"
"43131","Joanna","8","79.0","597"
"43132","Joanna","79","89.0","541"
"43133","Joanna","32","110","98"
"43134","Joanna","83","137","127"
"43135","Joanna","73","74.0","66"
"43136","Joanna","69","89.0","195"
"43137","Joanna","78","59.0","59"
"43138","Joanna","73","134","750"
"43139","Joanna","32","106","689"
"43140","Joanna","83","121","117"
"43141","Joanna","73","74.0","128"
"43142","Joanna","65","97.0","485"
"43143","Joanna","68","116","114"
"43144","Joanna","76","72.0","451"
"43145","Joanna","32","88.0","496"
"43146","Joanna","80","76.0","282"
"43147","Joanna","82","95.0","110"
"43148","Joanna","90","114","91"
"43149","Joanna","89","76.0","574"
"43150","Joanna","32","80.0","1864"
"43151","Joanna","78","69.0","69"
"43152","Joanna","73","180","81"
"43153","Joanna","69","57.0","597"
"43154","Joanna","75","65.0","805"
"43155","Joanna","8","77.0","260"
"43156","Joanna","74","90.0","140"
"43157","Joanna","32","77.0","170"
"43158","Joanna","84","81.0","149"
"43159","Joanna","82","105","78"
"43160","Joanna","90","100","221"
"43161","Joanna","89","76.0","958"
"43162","Joanna","32","79.0","1833"
"43163","Joanna","83","127","260"
"43164","Joanna","84","92.0","93"
"43165","Joanna","79","90.0","386"
"43166","Joanna","71","107","146"
"43167","Joanna","73","83.0","463"
"43168","Joanna","32","98.0","583"
"43169","Joanna","85","74.0","775"
"43170","Joanna","90","119","247"
"43171","Joanna","65","99.0","465"
"43172","Joanna","84","73.0","392"
"43173","Joanna","75","87.0","159"
"43174","Joanna","85","86.0","1286"
"43175","Joanna","32","94.0","272"
"43176","Joanna","67","99.0","122"
"43177","Joanna","73","81.0","691"
"43178","Joanna","8","72.0","234"
"43179","Joanna","79","90.0","156"
"43180","Joanna","32","96.0","123"
"43181","Joanna","87","94.0","71"
"43182","Joanna","89","47.0","200"
"43183","Joanna","83","99.0","69"
"43184","Joanna","90","60.0","161"
"43185","Joanna","76","69.0","58"
"43186","Joanna","65","38.0","0"
